Date,Close,High,Low,Open,Volume
2002-08-07,31.009939193725582,31.807621746522457,30.710806810057843,31.15950443464685,24082
2002-08-08,29.91312599182129,30.86037574229243,29.46442834121384,29.46442834121384,9622
2002-08-09,28.317758560180664,29.165297500386004,27.42036517130308,27.42036517130308,3186
2002-08-12,28.96587562561035,31.70791211657201,28.16819304351526,29.913125355945407,12400
2002-08-13,29.663848876953125,32.25631818171403,27.17108846712513,27.17108846712513,38800
2002-08-14,29.564138412475582,30.760664183371254,29.414573166569948,29.91312525413893,12700
2002-08-15,29.564138412475582,29.564138412475582,29.564138412475582,29.564138412475582,0
2002-08-16,29.364717483520508,30.411676062652223,29.215150342080086,30.361821616722217,11100
2002-08-19,29.81341361999512,30.51138728374368,29.21515075132853,29.913124415077085,10300
2002-08-20,28.766454696655277,30.21225455239276,28.567033108775863,30.21225455239276,2100
2002-08-21,28.766454696655277,29.364717558468293,28.41746786877891,28.66674390271557,2800
2002-08-22,28.816308975219727,29.41457183355538,27.66963960614108,27.66963960614108,4700
2002-08-23,27.918916702270508,28.716599275890985,27.66964066028595,28.21804719192187,5700
2002-08-26,26.124128341674805,29.065584313701358,25.924706759716155,29.065584313701358,6800
2002-08-27,25.127025604248047,27.91891649279772,24.92760401142653,27.91891649279772,13000
2002-08-28,24.03021049499512,27.520075034464217,23.930499699216668,27.520075034464217,8800
2002-08-29,22.684120178222656,24.927604591453463,21.537450747380856,24.927604591453463,23700
2002-08-30,21.986146926879883,23.431948782713626,21.587305625837057,22.88354223150791,14700
2002-09-02,21.63716125488281,24.429052170817567,20.98904202276825,24.429052170817567,6800
2002-09-03,20.09164810180664,22.833684495155133,19.69280682495736,22.833684495155133,26500
2002-09-04,21.73686981201172,22.23542188936818,19.842372298422205,19.991937541264093,32800
2002-09-05,22.484697341918945,22.93339496057328,21.936290831852705,22.484697341918945,18500
2002-09-06,21.53744888305664,22.33513140020405,20.04179273703639,22.33513140020405,15900
2002-09-09,17.499177932739258,19.244110281090904,17.249901882974736,18.94497978210361,33900
2002-09-10,17.499177932739258,17.499177932739258,17.499177932739258,17.499177932739258,0
2002-09-11,19.3936767578125,19.74266169388333,17.20004683545868,17.449322876552284,22200
2002-09-12,20.141504287719727,20.29106952760461,19.044689358855248,19.99193714600964,11600
2002-09-13,24.17977523803711,24.17977523803711,20.739765216637828,20.739765216637828,74000
2002-09-16,25.874853134155277,28.916019993423134,25.02731423674162,26.72239012974371,207800
2002-09-17,24.478906631469727,25.92470843980431,22.48469828994632,25.92470843980431,67000
2002-09-18,22.93339729309082,24.877751302583025,22.73397568633379,24.4290536382924,20200
2002-09-19,23.481801986694336,24.179775652868045,22.783830222345863,22.93339546457588,34000
2002-09-20,25.575721740722656,28.21804742744853,21.93629187773605,21.93629187773605,137000
2002-09-23,24.17977523803711,26.074272711373943,23.930499204655284,26.074272711373943,21800
2002-09-24,23.18267059326172,24.080063913281013,23.082959801742877,23.68122264903079,18100
2002-09-25,22.634265899658203,23.731078988454374,22.43484430069964,23.132817995229303,15500
2002-09-26,22.98324966430664,23.830788563599285,22.434843148083573,23.830788563599285,7000
2002-09-27,22.88354110717773,23.43194763143876,22.684119515541774,22.684119515541774,4800
2002-09-30,21.38788604736328,23.182672863133824,20.93918839250797,22.933396810842066,12200
2002-10-01,20.340925216674805,21.2881749635416,20.191359967649877,20.939188114599865,18400
2002-10-02,20.340925216674805,20.340925216674805,20.340925216674805,20.340925216674805,0
2002-10-03,21.587303161621094,23.3820916641746,20.83947509434675,20.939185883681684,16300
2002-10-04,22.185565948486328,22.58440720315027,21.83657913747096,21.83657913747096,13500
2002-10-07,26.622682571411133,26.622682571411133,22.983250764970148,23.182672363233465,69400
2002-10-08,27.619787216186523,29.165297971916942,27.27080036436262,27.76935246644667,135300
2002-10-09,26.672536849975582,29.265008101740143,26.12413031098658,28.71659966092584,28800
2002-10-10,26.323549270629883,28.7165988585371,25.97456243655846,28.417468373233167,22500
2002-10-11,26.27369499206543,27.6197859882102,25.97456260301923,26.423260235675905,21100
2002-10-14,24.578617095947266,25.72528649642437,22.68411957752962,22.68411957752962,13100
2002-10-15,24.578617095947266,24.578617095947266,24.578617095947266,24.578617095947266,0
2002-10-16,24.478906631469727,24.927604269042604,24.030210895722128,24.927604269042604,6300
2002-10-17,24.8278923034668,25.326444365391133,23.232525324943893,25.12702468171651,11400
2002-10-18,24.27948760986328,26.12413075715121,23.98035520926708,24.92760495841706,15700
2002-10-21,24.778038024902344,24.92760326412204,24.12992072040021,24.47890564463776,7900
2002-10-22,23.930500030517575,25.12702579277357,23.8307892333587,24.62847370880445,3000
2002-10-23,23.780933380126957,24.578615906600643,23.68122258886145,24.578615906600643,3400
2002-10-24,23.581514358520508,24.52876412567523,23.531659908386203,24.52876412567523,1786
2002-10-25,23.631370544433597,23.930501046788308,22.933396836505462,23.282383690469526,3000
2002-10-28,22.335132598876957,23.332236749735973,22.135712909800294,22.434843394327903,4300
2002-10-29,22.634265899658203,23.232526892883275,21.68701615734298,21.68701615734298,15500
2002-10-30,24.578617095947266,25.824997292514823,22.733974024662224,23.38209324833756,13100
2002-10-31,23.581514358520508,25.22673593668233,23.182673051969967,25.22673593668233,5900
2002-11-01,23.780933380126957,24.129920198643628,22.73397292457693,23.43194656161028,5500
2002-11-04,24.478906631469727,24.927604269042604,24.0800653435301,24.927604269042604,3000
2002-11-05,23.930500030517575,25.32644548526605,23.930500030517575,25.32644548526605,2100
2002-11-06,23.930500030517575,23.930500030517575,23.930500030517575,23.930500030517575,0
2002-11-07,23.18267059326172,23.73107709387763,22.53455330112696,23.332235829627407,4600
2002-11-08,27.819204330444336,27.819204330444336,23.830787884450164,23.830787884450164,51900
2002-11-11,33.40299224853516,33.40299224853516,29.81341658176032,29.9131273867479,204300
2002-11-12,36.59371948242188,38.88705804212486,34.250522677180705,34.250522677180705,675100
2002-11-13,33.8516845703125,37.69053379014526,32.954289369069656,37.14212730211919,139300
2002-11-14,33.45284652709961,35.247633400291754,32.00704461682091,33.90154419631035,178100
2002-11-15,34.35023880004883,36.69343203598773,33.502697988586526,33.502697988586526,201500
2002-11-18,33.40299224853516,35.79604396093532,32.90444012542269,35.79604396093532,66700
2002-11-19,33.40299224853516,33.40299224853516,33.40299224853516,33.40299224853516,0
2002-11-20,31.60820198059082,33.65226470568769,30.212254663931752,33.30327977834814,31800
2002-11-21,30.11254501342773,32.40588371565146,29.91312342983212,32.40588371565146,34000
2002-11-22,33.05400466918945,36.14502606652142,28.46732321717848,28.46732321717848,193600
2002-11-25,33.80183029174805,34.89864327315864,31.508489735559685,32.555450174849526,119300
2002-11-26,33.90153884887695,34.74907579863879,33.65226282792933,33.90153884887695,38500
2002-11-27,32.60530471801758,34.54965846702625,31.508489831444106,34.001248171001805,19800
2002-11-28,32.80472946166992,33.402990455836594,32.405886263125055,33.2534233054696,15700
2002-11-29,32.555450439453125,33.90153945518414,32.00704014064021,33.90153945518414,17654
2002-12-02,34.001251220703125,36.34444833996341,32.00704284872874,32.00704284872874,74500
2002-12-03,32.6551628112793,35.59662098554452,32.20646515695906,34.898647279229785,40500
2002-12-04,32.555450439453125,33.90153945518414,32.20646172169488,33.801830566481954,25500
2002-12-05,32.505592346191406,34.1508156431615,32.20646187501057,33.90153961656908,26400
2002-12-06,35.79603958129883,38.7873519539873,33.90154022380265,33.90154022380265,227400
2002-12-09,33.103858947753906,37.690536572688565,32.00704208707786,37.690536572688565,115000
2002-12-10,32.007041931152344,32.70501560206403,31.55834620141648,32.05690018194286,38300
2002-12-11,31.109649658203125,32.705014746869786,30.11254552687386,32.256317127041534,19100
2002-12-12,31.408781051635746,37.34155156656371,30.910228971451048,37.34155156656371,20500
2002-12-13,31.309070587158203,32.25631840845626,31.109650894065325,31.80762267262832,15000
2002-12-16,30.561243057250977,33.402990380428626,30.262112560842937,33.402990380428626,19500
2002-12-17,29.314861297607425,30.660952265226303,28.61688954160797,30.511387024785364,14600
2002-12-18,29.364717483520508,29.913123996051365,28.91601986284965,29.41457192945051,13600
2002-12-19,29.01573181152344,29.86327073884673,28.86616656595469,29.86327073884673,5600
2002-12-20,29.16529655456543,29.41457259349334,28.86616606858204,29.21515100162091,4600
2002-12-23,28.467321395874023,29.11544058464737,28.417466951426142,28.916019003205548,4500
2002-12-24,28.36761474609375,29.2151517795565,28.01862790193687,28.06848235031987,5300
2002-12-25,28.36761474609375,28.36761474609375,28.36761474609375,28.36761474609375,0
2002-12-26,29.364717483520508,30.162400029351797,29.06558510246487,30.162400029351797,10300
2002-12-27,30.212255477905277,32.306176509307946,29.813414191753687,31.70791172734267,37300
2002-12-30,35.995460510253906,36.29459481659592,30.16240239499596,31.90733476495441,369400
2002-12-31,34.250526428222656,36.5937234900856,34.00125038783195,35.895749816261514,117300
2003-01-01,34.69922637939453,39.8841691265801,33.7519766019081,39.8841691265801,58100
2003-01-02,33.65226364135742,35.14791980319553,33.50269650371349,34.35023727761193,43200
2003-01-03,32.555450439453125,34.59951308705035,28.0684800803242,33.90153945518414,72800
2003-01-06,33.103858947753906,33.602411028883786,32.20646368025992,32.55545241924115,44500
2003-01-07,32.35602951049805,33.5026969682842,32.00704078570632,33.15371204714284,27100
2003-01-08,32.7548713684082,33.402990618282914,32.60530802096449,33.402990618282914,27700
2003-01-09,32.45573806762695,33.153711706386204,32.30617473309661,33.153711706386204,10100
2003-01-10,31.60820198059082,32.65516056625991,31.10964991087693,32.605306120018604,19900
2003-01-13,31.05979347229004,31.90733236869864,30.91022823217681,30.960082678272816,8900
2003-01-14,33.90153884887695,34.350236447312724,30.56123978781376,30.56123978781376,29900
2003-01-15,33.40299224853516,36.39430498720994,33.054007283816766,36.39430498720994,26600
2003-01-16,33.004146575927734,33.153713723206934,32.705016085019885,32.904437680175306,10900
2003-01-17,32.6551628112793,33.45284541693155,32.4058867592848,33.153714915268296,13100
2003-01-20,32.4058837890625,33.1537118765024,32.156607759915865,33.1537118765024,3900
2003-01-21,32.007041931152344,33.7519742066063,31.90733303687232,32.90443719427458,13300
2003-01-22,31.408781051635746,32.904437292189826,31.209359458831763,32.904437292189826,4000
2003-01-23,30.511388778686523,31.907334272754465,30.212256378784254,30.212256378784254,6900
2003-01-24,29.663848876953125,31.15950512284992,29.46442728343678,31.15950512284992,7600
2003-01-27,28.36761474609375,32.90443801465729,27.96877155172857,32.90443801465729,18300
2003-01-28,28.317758560180664,28.91602145337416,27.42036517130308,27.918917265326773,9500
2003-01-29,28.118337631225582,29.91312433031436,27.918916041626733,28.616889703397494,13400
2003-01-30,28.567033767700195,29.1154421961055,28.018627241120143,28.21804693177414,5400
2003-01-31,28.26790428161621,28.81631082761229,28.16819348184638,28.81631082761229,2400
2003-02-03,27.86906242370605,28.417468958669566,27.66964082817826,28.417468958669566,5500
2003-02-04,33.45284652709961,33.45284652709961,31.70791410523069,31.907335714174447,54800
2003-02-05,33.8516845703125,38.538074547685774,33.40298696969108,37.59082490274061,258600
2003-02-06,33.20356750488281,34.40009324815752,32.35603049704057,34.35023880128159,39700
2003-02-07,32.306175231933594,33.55255539051667,32.20646253705672,32.904436186593315,11300
2003-02-10,32.007041931152344,33.40298927297571,31.90733303687232,32.10675462908287,17100
2003-02-11,31.658056259155277,32.75486928525639,31.458634671595867,31.90733229269193,11600
2003-02-12,30.012834548950195,31.90733200646927,29.86326931053491,31.558345182283475,9400
2003-02-13,30.012834548950195,30.012834548950195,30.012834548950195,30.012834548950195,0
2003-02-14,30.810516357421875,35.895747655674064,29.913123046395054,29.913123046395054,20400
2003-02-17,30.611099243164062,31.109651335711845,30.262112398015557,30.411677645414827,14900
2003-02-18,30.9600830078125,31.40878063475336,30.611098077775427,31.20935904459626,9100
2003-02-19,30.9600830078125,31.35892618812669,30.461530934244987,30.461530934244987,4100
2003-02-20,30.31196594238281,30.86037436892241,29.91312466060644,29.91312466060644,3100
2003-02-21,29.564138412475582,30.511388139586767,29.26500792066431,30.16240129792342,22000
2003-02-24,28.866167068481445,29.514284411779197,26.42326104163765,29.165297564826464,26900
2003-02-25,28.96587562561035,29.41457326667965,28.467323536344598,28.91602117741389,8000
2003-02-26,28.218048095703125,29.015732596697497,28.118339197175995,29.015732596697497,8900
2003-02-27,28.9160213470459,29.414573439236342,28.41746925485545,28.766456099753828,3600
2003-02-28,28.567033767700195,31.159504960804156,28.168192484566955,30.212255249265606,20300
2003-03-03,27.7194938659668,28.916019574611845,27.47021783515118,28.616889098363178,13400
2003-03-04,27.56993103027344,27.918917884190893,26.921813674041218,27.420365779116057,10200
2003-03-05,27.7194938659668,28.31775672028932,27.021522120778176,28.31775672028932,3200
2003-03-06,26.07427215576172,27.420363087704995,25.42615486314463,26.42325897542481,12300
2003-03-07,24.728181838989254,25.92470756422189,24.478905804717893,25.92470756422189,8800
2003-03-10,23.08296012878418,24.42905107879723,22.983249335852623,24.03020980889619,5700
2003-03-11,23.28238296508789,23.382093763374677,22.534554830674956,22.83368532371001,10000
2003-03-12,23.631370544433597,24.877750807287157,23.082962087682816,23.481803391430887,13100
2003-03-13,22.98324966430664,25.376301121562395,22.883540771775333,25.376301121562395,4600
2003-03-14,22.98324966430664,22.98324966430664,22.98324966430664,22.98324966430664,0
2003-03-17,21.63716125488281,23.13281751023899,21.23831806532761,23.033106712850188,15600
2003-03-18,21.63716125488281,21.63716125488281,21.63716125488281,21.63716125488281,0
2003-03-19,22.634265899658203,25.426156874126253,22.43484430069964,22.93339639627074,26400
2003-03-20,22.53455352783203,22.933394796094728,21.437738613740724,21.687014644133058,9300
2003-03-21,24.03021049499512,25.426155930417707,22.833684749304187,23.3322368263712,31351
2003-03-24,22.93339729309082,24.92760575335959,22.684121235557225,24.877751302583025,4900
2003-03-25,27.021522521972656,27.520074591006008,22.833684381362424,24.728181863324117,116800
2003-03-26,26.0244197845459,28.916021560200928,25.426156889142195,28.81631076066276,86000
2003-03-27,25.07716941833496,26.323549627017865,24.62847368430428,26.17398438234097,14300
2003-03-28,23.830787658691406,25.07716778625712,23.63136797937598,24.32933970971769,11500
2003-03-31,22.73397445678711,24.62847391304044,22.185567920603432,23.830789430979756,11900
2003-04-01,23.23252487182617,23.382092008946525,22.434842349034987,22.83368361043058,7000
2003-04-02,24.62847328186035,25.32644504622234,23.182671502683338,23.880645168870565,16300
2003-04-03,24.478906631469727,25.42615635442346,24.429052183661756,24.728182674160152,9100
2003-04-04,25.575721740722656,25.92470858277897,24.82789360852711,24.82789360852711,13700
2003-04-07,25.625577926635746,26.37340605404544,25.127025841695943,25.426156331929715,20700
2003-04-08,25.376300811767575,25.824996528156426,24.17977509774693,24.977457639210563,10600
2003-04-09,26.0244197845459,27.669641320537096,24.429052697411127,24.5287634969493,42800
2003-04-10,23.930500030517575,26.622682044680914,23.68122398853302,26.622682044680914,10900
2003-04-11,24.8278923034668,25.12702468171651,23.930498972368035,23.930498972368035,10900
2003-04-15,24.478906631469727,27.719495186445265,23.930500098280906,27.719495186445265,8600
2003-04-16,24.22962951660156,25.426155229298637,23.48180142162219,25.426155229298637,7800
2003-04-17,23.431947708129883,24.927603944819023,22.98325007639304,24.927603944819023,6600
2003-04-18,23.431947708129883,23.431947708129883,23.431947708129883,23.431947708129883,0
2003-04-21,27.52007484436035,28.11833771307312,23.980353980541175,27.66964008608224,76300
2003-04-22,25.77514266967773,27.320653342155943,25.426155836652747,26.67253602472396,53600
2003-04-23,25.226734161376957,26.27369465694689,24.52876239948889,26.12412941524411,19800
2003-04-24,24.877748489379883,25.82499625979649,24.778037697276773,25.82499625979649,9300
2003-04-25,24.62847328186035,24.92760376632617,23.78093437344021,24.678327728662907,5700
2003-04-28,24.478906631469727,25.176880311733036,24.329341386220527,24.578617428910952,9700
2003-04-29,24.08006477355957,24.8278928839299,22.93339538469011,22.93339538469011,7500
2003-04-30,23.631370544433597,24.52876395332309,23.431948941646883,24.329342350536376,4400
2003-05-01,23.631370544433597,23.631370544433597,23.631370544433597,23.631370544433597,0
2003-05-02,24.129920959472656,24.67832747598672,23.6313688892507,23.6313688892507,5700
2003-05-05,23.830787658691406,24.628472081428548,21.936290245156552,21.936290245156552,5500
2003-05-06,25.226734161376957,26.82210117713217,23.980353977478384,26.82210117713217,34900
2003-05-07,25.874853134155277,26.822100923879177,25.22673392318734,26.822100923879177,27200
2003-05-08,25.376300811767575,25.92470732129568,25.02731398669279,25.426155257424607,7900
2003-05-09,25.07716941833496,25.47601070474844,24.927604173658064,25.42615625713123,4200
2003-05-12,25.027315139770508,25.62557802434446,24.927604342037306,24.927604342037306,2700
2003-05-13,25.376300811767575,25.52586605056386,24.927603193553534,24.927603193553534,4500
2003-05-14,24.92760467529297,25.525867567865063,24.7281830771605,25.42615676879883,11100
2003-05-15,25.575721740722656,26.27369542483528,24.67832836245306,24.67832836245306,20500
2003-05-16,26.223838806152344,26.72239088917292,25.874853869498157,26.27369515554956,32100
2003-05-19,24.977458953857425,25.67543264074368,24.927604505576387,25.276591349019515,10300
2003-05-20,30.012834548950195,30.012834548950195,24.92760313005412,24.92760313005412,128800
2003-05-21,30.012834548950195,33.702118671103094,28.916019630862777,31.90733200646927,189200
2003-05-22,31.159503936767575,32.90443615722656,30.062689017828323,31.159503936767575,125500
2003-05-23,32.20646286010742,33.35313413896583,29.41457203760701,32.20646286010742,139500
2003-05-26,32.70501708984375,33.85168844447963,31.408782386984065,31.907334488364764,122200
2003-05-27,31.857479095458984,33.103859311997674,31.458635904706377,32.904437716621366,34800
2003-05-28,31.35892677307129,31.907333303495,31.009939934699258,31.807622506556527,12800
2003-05-29,32.007041931152344,33.702119759466285,30.511387596874204,30.511387596874204,43800
2003-05-30,33.004146575927734,37.889958540807925,32.40588559411204,37.889958540807925,108600
2003-06-02,31.807621002197266,33.452842417482,31.75776655699856,33.452842417482,23500
2003-06-03,30.71080780029297,32.0070424658398,30.31196651103435,32.0070424658398,17200
2003-06-04,31.25921630859375,32.15660968693382,30.311966580341554,30.91022946651003,24800
2003-06-05,31.159503936767575,32.505592985375785,31.00993869823613,32.0070409223875,26500
2003-06-06,31.109649658203125,32.30617537652832,30.810517277709224,31.80762140903849,10600
2003-06-09,31.807621002197266,32.35602940850897,31.55834497255336,32.35602940850897,24000
2003-06-10,32.15660858154297,34.25052575841582,31.807621751455752,33.10385827723324,102400
2003-06-11,32.05690002441406,34.40009326133463,31.75776763756818,34.40009326133463,31200
2003-06-12,32.90443801879883,34.250527143562174,32.30617703082636,33.80183330440813,75600
2003-06-13,32.256317138671875,32.7050147586619,32.00704110574968,32.50559317159407,14100
2003-06-16,31.75776672363281,32.804727194725764,31.558345138141245,32.35602957828233,10100
2003-06-17,31.55834579467773,32.405884697911226,31.45863499985758,31.807621830815517,7200
2003-06-18,31.55834579467773,31.90733262563567,31.25921531204249,31.65805658949789,10000
2003-06-19,30.910228729248047,33.80183229312177,30.66095269110895,33.00414592815627,5800
2003-06-20,31.408781051635746,32.40588521200513,31.00993976785304,32.40588521200513,17200
2003-06-23,30.760662078857425,32.90443552837112,30.56124049674329,32.156607448180864,13400
2003-06-24,32.4058837890625,33.901539963942305,30.760662377059745,33.402987905649034,89400
2003-06-25,33.004146575927734,33.502698661991,32.50559448986447,33.303280870486134,42800
2003-06-26,32.45573806762695,33.60240931727788,32.20646203975939,33.502696623940665,14900
2003-06-27,32.60530471801758,33.65226325866831,32.15660711383861,32.4557375820745,32300
2003-06-30,34.449947357177734,35.696327535104935,33.0041455900521,33.353134322061976,90900
2003-07-01,33.15371322631836,34.699223909221146,33.00414608128078,34.699223909221146,43500
2003-07-02,32.60530471801758,33.602408814570715,32.206461557936215,33.10385676629414,38200
2003-07-03,32.854583740234375,34.001251273717145,32.05690115093101,33.40299028265228,35100
2003-07-04,33.05400466918945,34.89864585733102,32.45573988658774,34.89864585733102,31600
2003-07-07,33.253421783447266,33.85168655388176,32.55545192341606,33.652264963736926,63000
2003-07-08,32.95429229736328,34.10096362266035,32.804728952966215,33.90154202648035,25700
2003-07-09,31.408781051635746,32.754870146674214,31.00993976785304,32.754870146674214,11600
2003-07-10,32.05690002441406,33.30328021504213,30.810517931960756,31.408780803827277,21600
2003-07-11,31.109649658203125,32.20646268120515,31.00993886470516,32.05689934369601,7200
2003-07-14,31.159503936767575,31.90733203125,31.059793143804885,31.90733203125,6300
2003-07-15,29.96297836303711,31.90733217838769,29.414571851951152,31.90733217838769,9900
2003-07-16,29.663848876953125,30.21225540638518,29.46442728343678,29.913124917935924,10100
2003-07-17,29.215150833129883,30.41167657381329,29.115441939593964,29.913124498832744,14500
2003-07-18,28.0684814453125,29.215150837577266,27.669640165632394,28.916020353273492,10000
2003-07-21,27.56993103027344,28.218048386505654,27.17108972657864,28.218048386505654,9900
2003-07-22,27.021522521972656,28.118337454211076,26.522970452939305,27.91891586586765,3700
2003-07-23,27.86906242370605,27.91891687167536,27.171088741184057,27.220943189153363,3800
2003-07-24,27.86906242370605,28.26790371293636,27.32065398691726,27.32065398691726,2400
2003-07-25,28.26790428161621,28.81631082761229,27.918917433334464,28.417469530358296,5700
2003-07-28,28.018627166748047,28.41746844882261,27.56992953577338,28.36761400174776,3100
2003-07-29,27.619787216186523,27.869063267228547,27.470220064101035,27.470220064101035,2200
2003-07-30,29.215150833129883,30.71080705807152,28.11833778963287,29.913124498832744,25200
2003-07-31,27.769350051879883,28.91601940660433,27.619784814624552,28.41746734786977,12600
2003-08-01,27.669639587402344,28.417467684359163,27.569928794109728,28.417467684359163,3900
2003-08-04,28.218048095703125,29.913125996219,27.91891759647107,29.913125996219,12200
2003-08-05,28.26790428161621,30.411677918453613,27.96877188230672,30.212256318913955,13300
2003-08-06,28.567033767700195,29.41457268299912,28.168192484566955,29.364718235791933,10400
2003-08-07,29.364717483520508,30.01283478973658,28.56703303586401,28.91601986284965,20100
2003-08-08,29.763559341430664,30.611098251675305,29.364718060675905,30.561241902940186,24600
2003-08-11,30.9600830078125,35.04821229325639,29.51428313556185,35.04821229325639,20700
2003-08-12,30.71080780029297,33.90154191801249,30.411677308805324,33.90154191801249,12100
2003-08-13,30.31196594238281,30.910228815959996,30.01283545650685,30.910228815959996,4900
2003-08-14,30.611099243164062,30.91022973796261,30.21225604766559,30.81051893908799,15900
2003-08-15,30.611099243164062,30.611099243164062,30.611099243164062,30.611099243164062,0
2003-08-18,31.408781051635746,32.904437292189826,30.511387687668343,31.90733313182044,34100
2003-08-19,29.364717483520508,32.904436395656504,29.015730656534867,32.904436395656504,22000
2003-08-20,29.46442604064941,30.31196492460743,29.115441119453628,30.162399686691355,11500
2003-08-21,29.46442604064941,30.511386509712324,29.16529556481726,30.31196492460743,9300
2003-08-22,29.46442604064941,30.31196492460743,29.364717149922157,29.364717149922157,5800
2003-08-25,28.218048095703125,29.913125996219,27.71949599576614,29.36471944701845,8800
2003-08-26,28.766454696655277,28.916019936652223,27.270798493035333,27.32065293909258,4500
2003-08-27,28.96587562561035,29.66384931131253,28.91602117741389,29.66384931131253,6400
2003-08-28,28.96587562561035,29.265008020264982,27.619786506053043,27.91891699888238,3700
2003-08-29,28.766454696655277,29.06558517664918,28.2180462808995,28.916019936652223,6300
2003-09-01,29.564138412475582,30.910229429276896,28.61689058718969,28.61689058718969,25400
2003-09-02,28.317758560180664,29.913125641421544,28.01862806449657,29.663849594409697,4600
2003-09-03,29.86327171325684,32.854584329536635,29.21515245826927,29.36471961054353,97300
2003-09-04,29.215150833129883,30.41167657381329,29.01573114423281,29.514283219213358,18500
2003-09-05,29.41457176208496,29.913123825849112,28.91601969832081,29.4644262077313,7300
2003-09-08,29.06558609008789,29.713703418326418,28.91602084539058,28.91602084539058,8000
2003-09-09,28.66674423217773,29.41457234258237,28.51717899046185,28.91602026897928,3900
2003-09-10,27.819204330444336,28.41746717770849,27.669639094084587,28.41746717770849,7700
2003-09-11,27.021522521972656,28.467322381074247,25.32644472652918,25.32644472652918,13900
2003-09-12,27.22094345092773,27.76935189299038,26.423260864796084,26.423260864796084,3300
2003-09-15,25.97456359863281,27.420365446544377,25.426157050432057,26.074274398803496,6400
2003-09-16,25.575721740722656,25.92470858277897,24.92760440651824,25.92470858277897,9700
2003-09-17,24.578617095947266,27.918916403113386,23.132817209024044,24.827893135260776,11700
2003-09-18,24.08006477355957,24.92760367901099,23.53165825335142,24.77803843730197,4400
2003-09-19,23.930500030517575,24.279486869661014,23.68122398853302,23.68122398853302,1700
2003-09-22,23.88064384460449,24.578615570261483,23.332235451061354,24.578615570261483,4400
2003-09-23,22.38498878479004,23.23252578539894,22.18556719533781,23.1826713389485,3200
2003-09-24,25.42615509033203,25.92470715092678,22.68411875706093,22.68411875706093,50900
2003-09-25,24.32934188842773,25.42615687927116,21.93629220956728,21.93629220956728,8000
2003-09-26,24.728181838989254,24.82789263306285,22.185567050151427,22.185567050151427,1500
2003-09-29,24.678327560424805,25.426155668316465,24.42905152446092,24.42905152446092,2900
2003-09-30,23.98035430908203,24.877749575358493,23.930499861766787,24.179775901993523,6000
2003-10-01,25.625577926635746,25.97456286463338,23.082961152347607,23.082961152347607,7400
2003-10-02,25.625577926635746,25.625577926635746,25.625577926635746,25.625577926635746,0
2003-10-03,25.824996948242188,26.52297060974545,25.27659042979336,26.423259814984235,6800
2003-10-06,26.423259735107425,29.9131242284235,25.42615559415997,29.9131242284235,8000
2003-10-07,26.173982620239254,30.910227094377788,25.9247065952846,30.910227094377788,5000
2003-10-08,25.675432205200195,26.37340588024642,25.675432205200195,26.02441904272331,6400
2003-10-09,26.223838806152344,27.7693514046113,23.48180234953916,23.48180234953916,13900
